companyName;destination;transportType;weightKg;distanceKm;price;deliveryDays;fuelLiters;date
GlobalFreight;Bratislava;Truck;11976;260.6;3976.88;2;69.1;29.12.2021
EuroTrans;Prague;Truck;22030;366.1;20128.71;1;144.5;05.07.2022
QuickCargo;Zagreb;Train;17690;635.0;5399.99;4;1155.3;01.07.2023
EuroTrans;Warsaw;Plane;13247;2887.2;69562.81;2;24982.6;05.08.2023
TransMax;Prague;Train;30008;1481.8;9055.1;5;2322.1;16.08.2016
FastMove;Milan;Train;35134;1426.2;15216.05;5;2781.2;05.03.2018
HeavyLift;Berlin;Truck;22567;415.4;6487.29;4;162.4;04.06.2016
EuroTrans;Brussels;Truck;7313;1163.6;10281.57;3;295.7;06.02.2022
NorthWind;Milan;Ship;121263;7129.8;35005.4;19;68453.9;20.02.2018
RoadRunner;Paris;Truck;5006;1083.5;4870.8;5;273.6;12.09.2023
EuroTrans;Munich;Train;8774;1945.1;8999.47;5;2750.8;20.03.2018
GlobalFreight;Zurich;Train;51590;1130.6;15831.74;3;1729.5;25.12.2018
GlobalFreight;Dresden;Train;77774;2465.4;21428.07;5;5633.6;30.03.2025
CargoOne;Amsterdam;Plane;11227;3094.6;72251.59;4;26030.1;16.09.2024
SkyCargo;Paris;Truck;3487;748.8;10252.93;2;274.9;12.08.2015
TransMax;Dresden;Ship;47982;1843.2;14319.15;14;7571.8;04.01.2025
CargoBridge;Ljubljana;Truck;3047;459.9;3003.1;3;144.2;03.03.2022
CargoOne;Budapest;Ship;276221;5568.2;48041.12;18;40387.7;27.08.2018
CargoBridge;Budapest;Train;7740;419.7;4814.3;4;479.1;16.02.2021
SkyCargo;Dresden;Truck;11723;1084.7;7635.52;3;316.3;30.05.2025
TransMax;Dresden;Ship;204508;1212.3;11943.72;9;8522.0;06.07.2024
BlueLogistics;Amsterdam;Plane;2412;2579.1;52142.7;3;18087.2;13.05.2017
RailCargo;Bratislava;Ship;145251;4925.7;42083.85;16;31120.1;11.02.2025
RoadRunner;Budapest;Truck;18319;395.7;5880.34;3;107.0;12.03.2020
RoadRunner;Vienna;Truck;20345;810.4;7379.33;4;343.8;18.10.2021
EuroTrans;Milan;Truck;1353;1110.4;5368.95;4;357.2;03.01.2025
CargoBridge;Budapest;Truck;419;88.5;1324.36;1;30.1;07.07.2015
ShipLine;Milan;Plane;2655;3353.9;106655.1;3;29201.9;24.08.2021
RoadRunner;Amsterdam;Ship;180300;4363.6;31942.12;15;34183.1;23.01.2018
CargoOne;Milan;Truck;15758;505.3;3720.49;4;164.4;10.02.2017
MoveIt;Zagreb;Ship;236873;6689.3;39347.77;19;52163.4;24.04.2024
CargoOne;Hamburg;Truck;23290;1063.0;7532.89;5;472.1;25.04.2023
GlobalFreight;Berlin;Truck;11077;272.1;5485.48;2;71.6;18.01.2018
CargoBridge;Ljubljana;Plane;3627;5585.9;99221.18;4;47628.8;31.07.2022
BlueLogistics;Copenhagen;Truck;17705;134.2;4535.73;3;54.0;19.10.2018
RoadRunner;Bratislava;Truck;12471;666.7;7564.11;3;247.7;02.05.2025
SkyCargo;Berlin;Train;3083;644.0;5321.97;3;781.3;24.09.2024
FastMove;Zagreb;Ship;191084;7646.4;58090.27;24;74928.9;29.10.2025
FastMove;Munich;Ship;173577;7586.4;62627.21;17;50536.8;27.02.2017
CargoOne;Dresden;Train;26767;2029.1;9112.19;7;2995.7;10.04.2020
SkyCargo;Zagreb;Truck;8238;278.8;11060.38;1;103.1;24.04.2025
SkyCargo;Hamburg;Train;26334;678.9;6758.29;4;1100.8;29.03.2023
MoveIt;Brussels;Truck;20667;362.1;10096.62;2;116.4;19.08.2017
BlueLogistics;Copenhagen;Truck;21311;680.8;13102.36;2;306.1;11.11.2019
CargoBridge;Berlin;Train;61412;875.1;10679.91;5;1160.1;25.07.2022
NorthWind;Copenhagen;Train;45770;1675.8;9938.58;4;3547.2;17.08.2023
HeavyLift;Munich;Train;26774;1230.5;8834.03;5;1781.2;27.02.2023
RailCargo;Hamburg;Train;51464;1068.2;11915.96;5;1331.8;27.09.2022
TransMax;Warsaw;Truck;19754;575.4;12604.14;2;165.6;03.08.2018
SkyCargo;Dresden;Train;79075;706.5;20715.51;2;1491.1;17.02.2016
HeavyLift;Warsaw;Train;48095;1951.2;10795.28;5;2514.3;09.06.2024
CargoBridge;Amsterdam;Truck;19083;623.6;11251.94;2;190.7;10.06.2018
NorthWind;Zagreb;Ship;138248;6120.9;31052.58;14;49280.2;03.08.2015
ShipLine;Zurich;Truck;19690;219.2;18364.59;1;58.5;06.03.2022
CargoOne;Milan;Plane;14319;4056.2;120880.67;3;43741.5;21.05.2022
EuroTrans;Brussels;Truck;6792;885.1;12753.32;2;277.5;29.09.2015
MoveIt;Brussels;Ship;149406;1862.5;12543.07;13;12870.7;31.03.2022
TransMax;Zagreb;Train;16597;1431.5;6261.4;6;1560.9;05.09.2022
RailCargo;Prague;Ship;101988;1170.8;9622.62;11;9441.0;23.11.2015
FastMove;Zurich;Plane;11929;5223.6;61419.57;4;42099.4;02.03.2015
TransMax;Zurich;Truck;13575;577.8;8492.09;2;234.5;08.04.2024
QuickCargo;Frankfurt;Train;29229;764.4;7045.52;3;1064.3;23.03.2023
BlueLogistics;Vienna;Train;68249;1764.9;23229.71;4;3000.6;09.09.2025
EuroTrans;Zagreb;Truck;11145;799.2;6313.84;3;192.6;08.11.2017
CargoBridge;Warsaw;Truck;1852;1044.8;4266.69;4;227.5;26.03.2019
NorthWind;Warsaw;Truck;2319;353.0;1873.6;4;120.8;14.10.2018
SkyCargo;Munich;Truck;8396;835.3;6061.36;4;294.6;24.05.2016
RailCargo;Warsaw;Plane;6697;2189.9;46848.13;2;24906.7;12.05.2023
SkyCargo;Zagreb;Train;31236;1391.9;8825.02;5;1694.4;01.06.2024
BlueLogistics;Copenhagen;Plane;421;2917.0;67978.01;3;26352.4;23.08.2016
GlobalFreight;Vienna;Truck;23247;190.0;5874.57;2;71.0;10.03.2019
GlobalFreight;Milan;Plane;9460;1952.5;75782.35;3;23993.2;19.05.2016
BlueLogistics;Prague;Ship;296373;3710.6;35089.01;14;22723.7;09.10.2015
FastMove;Munich;Ship;73423;1271.6;10218.86;9;5129.4;08.10.2019
QuickCargo;Warsaw;Truck;23823;955.5;9263.09;4;423.8;24.08.2024
QuickCargo;Zagreb;Truck;9362;79.0;2770.52;2;21.0;29.08.2021
BlueLogistics;Zurich;Train;58394;1042.8;13859.76;3;1321.7;15.12.2024
ShipLine;Vienna;Truck;11006;173.3;4425.7;2;57.3;16.09.2016
EuroTrans;Bratislava;Ship;127011;5028.1;33541.47;12;37585.4;23.12.2020
RoadRunner;Brussels;Truck;23096;759.0;5999.59;4;296.5;02.08.2015
RoadRunner;Budapest;Truck;9316;72.4;4025.49;2;20.0;18.08.2016
FastMove;Ljubljana;Ship;31595;4685.7;29191.54;11;30207.7;27.04.2023
BlueLogistics;Munich;Truck;11265;598.8;8407.03;3;179.1;25.07.2021
RoadRunner;Copenhagen;Ship;127667;7133.8;51793.19;20;38638.3;21.09.2023
EuroTrans;Frankfurt;Truck;16763;670.4;6590.7;3;275.9;22.11.2023
MoveIt;Zurich;Truck;22384;707.4;8848.78;3;274.2;09.12.2021
TransMax;Frankfurt;Ship;246843;3934.6;26421.12;13;34499.0;12.09.2018
QuickCargo;Zurich;Plane;2202;5392.2;47408.11;5;52256.5;06.02.2023
MoveIt;Milan;Truck;21399;573.5;7726.2;4;171.8;29.01.2023
GlobalFreight;Amsterdam;Truck;17246;681.2;5827.21;4;248.5;22.06.2017
GlobalFreight;Amsterdam;Ship;58655;2068.9;11606.42;11;13491.2;22.10.2024
TransMax;Bratislava;Plane;11972;5889.3;86814.24;4;41706.4;26.11.2021
FastMove;Budapest;Train;58775;1867.6;17539.42;4;3037.7;05.08.2019
NorthWind;Budapest;Truck;9176;347.3;7229.51;2;80.8;01.09.2025
RailCargo;Zagreb;Truck;2172;65.5;1286.59;2;16.3;29.06.2016
RailCargo;Milan;Train;58710;1038.4;10355.47;5;2256.1;17.05.2016
FastMove;Munich;Ship;24010;6823.5;31877.99;22;39278.6;02.07.2025
BlueLogistics;Berlin;Train;63699;779.7;9915.57;5;1213.1;14.12.2020
ShipLine;Munich;Ship;10057;4035.6;24499.89;14;34402.5;12.12.2018
RoadRunner;Munich;Truck;9869;274.2;5138.55;2;108.4;09.02.2021
RoadRunner;Prague;Truck;1252;592.2;5610.19;3;172.8;10.09.2025
FastMove;Dresden;Truck;8004;981.4;7241.41;4;325.7;08.11.2018
TransMax;Bratislava;Truck;16406;771.6;6763.87;4;207.3;27.01.2024
BlueLogistics;Frankfurt;Truck;12112;121.4;4158.39;2;40.8;17.11.2021
QuickCargo;Vienna;Train;72195;2065.5;10284.09;6;3223.5;22.02.2016
RoadRunner;Paris;Truck;4651;526.4;5807.23;2;136.8;06.11.2025
MoveIt;Amsterdam;Plane;10104;3541.3;69977.99;3;28502.6;05.11.2020
ShipLine;Hamburg;Train;69228;728.4;24649.04;2;1567.4;27.04.2024
TransMax;Frankfurt;Train;66531;980.9;15857.29;3;2210.1;24.11.2021
GlobalFreight;Vienna;Truck;9034;522.1;6082.86;3;132.7;25.03.2017
CargoOne;Berlin;Truck;15228;500.2;8427.39;2;197.9;29.07.2016
SkyCargo;Berlin;Plane;8881;5598.0;101499.36;5;58499.9;18.02.2025
NorthWind;Bratislava;Truck;20876;296.7;7315.93;3;106.1;21.09.2020
CargoOne;Bratislava;Ship;64491;6447.2;52735.91;16;23841.1;14.02.2015
CargoBridge;Bratislava;Train;13357;1548.4;9700.01;5;2314.8;08.02.2020
RoadRunner;Ljubljana;Truck;1760;73.5;859.87;2;21.6;26.09.2019
EuroTrans;Munich;Plane;8545;2521.2;54955.39;2;33115.9;02.07.2016
FastMove;Warsaw;Truck;16701;852.2;10063.2;3;316.2;11.11.2019
MoveIt;Prague;Ship;166747;904.4;17231.89;5;8310.7;15.10.2016
TransMax;Bratislava;Truck;11210;522.7;5690.35;3;214.0;02.12.2023
BlueLogistics;Copenhagen;Train;10203;1369.7;7601.66;5;2531.6;20.06.2018
CargoOne;Milan;Truck;9418;621.4;6829.23;3;244.2;18.05.2017
CargoOne;Dresden;Truck;23811;107.7;6730.1;2;47.6;22.07.2019
GlobalFreight;Vienna;Ship;18834;5046.3;19835.54;19;45282.7;15.05.2018
MoveIt;Paris;Ship;201831;6071.4;38716.95;14;56966.4;08.10.2024
SkyCargo;Prague;Train;63527;2272.4;12014.12;5;3323.3;04.08.2024
MoveIt;Munich;Train;26659;2294.7;13506.78;7;4458.1;31.03.2020
FastMove;Copenhagen;Train;72388;643.6;9433.35;4;1082.6;24.01.2016
CargoOne;Milan;Truck;10558;790.4;13729.71;2;230.6;09.02.2019
HeavyLift;Munich;Truck;23136;183.9;6175.43;3;80.1;23.04.2020
RoadRunner;Copenhagen;Truck;9774;1156.1;10032.29;3;337.3;25.02.2021
HeavyLift;Amsterdam;Truck;5381;442.1;2552.34;3;172.6;24.03.2020
HeavyLift;Brussels;Truck;13348;1128.1;5543.8;4;443.8;18.09.2024
CargoOne;Prague;Truck;11420;911.3;4017.69;4;247.9;01.04.2015
NorthWind;Zurich;Truck;15284;1068.5;5454.26;5;270.0;27.04.2018
SkyCargo;Paris;Truck;13271;136.6;4924.88;2;40.6;30.07.2016
QuickCargo;Berlin;Ship;293413;4600.8;24739.05;17;51792.7;21.05.2021
BlueLogistics;Munich;Truck;21720;392.3;8958.32;2;122.4;14.04.2023
CargoBridge;Budapest;Truck;21444;612.8;8489.98;3;223.7;22.03.2022
QuickCargo;Zagreb;Ship;76306;6294.2;26383.44;14;51650.8;19.07.2020
RoadRunner;Hamburg;Truck;18736;295.0;7201.58;2;78.3;02.01.2022
CargoOne;Warsaw;Truck;15322;120.1;4104.44;2;36.2;25.03.2022
FastMove;Brussels;Ship;275075;6596.6;39204.5;15;56051.7;27.02.2015
NorthWind;Brussels;Train;3900;466.2;9835.39;2;650.6;08.07.2025
FastMove;Ljubljana;Train;58572;1743.3;14328.88;5;3837.3;29.03.2018
CargoBridge;Berlin;Train;44446;1479.6;8234.2;6;1968.6;16.12.2023
RoadRunner;Hamburg;Truck;18246;1042.4;4897.09;5;369.4;21.08.2023
RailCargo;Prague;Train;21047;855.5;17241.3;2;1488.0;02.06.2018
BlueLogistics;Budapest;Truck;12870;471.2;11288.66;2;197.2;18.11.2024
QuickCargo;Zagreb;Truck;20642;629.4;7553.99;3;262.4;27.02.2018
ShipLine;Zurich;Plane;12953;4371.7;133110.36;4;47752.1;20.12.2018
GlobalFreight;Amsterdam;Ship;194964;4610.4;33272.02;11;47997.7;12.02.2017
TransMax;Prague;Plane;13735;3093.0;57706.54;3;26569.9;25.06.2016
QuickCargo;Prague;Truck;4530;916.7;3208.84;5;217.6;29.01.2020
CargoBridge;Prague;Train;18587;559.0;7864.54;3;1069.4;31.08.2015
NorthWind;Munich;Plane;517;4554.6;68461.29;3;34313.1;14.04.2016
CargoOne;Frankfurt;Truck;12693;1060.7;6281.94;5;430.7;17.03.2022
ShipLine;Paris;Truck;18050;210.4;5856.08;2;79.9;10.07.2019
QuickCargo;Zurich;Truck;11015;558.6;5660.98;3;220.0;24.11.2016
SkyCargo;Prague;Ship;122152;2721.8;23611.73;11;12956.1;04.05.2024
EuroTrans;Hamburg;Train;70648;321.9;7760.0;3;712.3;08.08.2015
RoadRunner;Dresden;Truck;10506;595.7;5469.42;3;154.0;25.03.2017
ShipLine;Prague;Ship;63125;2609.8;12679.38;16;12190.3;02.09.2023
EuroTrans;Dresden;Truck;2300;1128.9;5966.68;4;357.2;26.09.2017
SkyCargo;Amsterdam;Train;29856;363.4;6716.78;4;612.0;11.07.2021
CargoOne;Amsterdam;Truck;2520;426.5;4988.74;2;128.8;26.06.2017
FastMove;Prague;Truck;17816;1100.7;6396.9;4;355.4;14.06.2023
HeavyLift;Zurich;Train;29405;2202.2;12641.49;7;2436.5;25.02.2024
HeavyLift;Zagreb;Truck;780;1065.1;4711.97;5;363.5;24.11.2020
GlobalFreight;Hamburg;Truck;13045;606.0;8719.17;2;150.2;10.09.2016
CargoBridge;Berlin;Train;51077;1262.8;8193.17;6;2527.4;23.12.2020
QuickCargo;Milan;Ship;95807;6372.0;51279.64;22;50099.1;22.02.2019
BlueLogistics;Milan;Plane;4342;1675.5;36127.21;3;15650.0;14.04.2017
QuickCargo;Zurich;Train;26833;1557.1;10616.13;6;1781.0;02.10.2016
RailCargo;Amsterdam;Ship;162030;3011.1;12420.74;13;14027.8;26.02.2019
HeavyLift;Paris;Train;69940;2396.9;16936.83;6;3200.9;01.07.2020
TransMax;Munich;Train;42045;2473.7;17837.66;6;3832.6;08.11.2023
ShipLine;Hamburg;Truck;15098;851.2;5046.45;4;216.6;31.07.2019
GlobalFreight;Paris;Ship;164045;2038.2;12899.43;11;11091.0;20.08.2022
HeavyLift;Budapest;Truck;14664;64.6;6400.36;2;27.6;24.06.2023
ShipLine;Milan;Train;39746;1788.8;15381.53;4;2494.3;15.12.2019
MoveIt;Copenhagen;Train;75063;733.3;19554.9;3;1493.1;17.10.2019
FastMove;Munich;Plane;4295;528.8;24650.86;2;6592.4;27.05.2020
MoveIt;Bratislava;Truck;1048;762.5;5802.97;3;284.6;22.04.2024
FastMove;Warsaw;Truck;14101;809.3;10280.58;3;315.7;30.07.2016
ShipLine;Dresden;Truck;4761;268.0;4329.3;2;84.3;25.05.2020
ShipLine;Amsterdam;Plane;9573;3558.8;67938.61;3;40526.0;14.04.2021
RailCargo;Munich;Train;14680;1086.2;11226.15;3;1086.1;01.03.2017
QuickCargo;Ljubljana;Train;11166;2147.4;8196.72;5;2050.0;31.10.2015
TransMax;Prague;Truck;7590;1141.5;4035.84;5;369.1;14.06.2025
TransMax;Zurich;Plane;2019;3053.1;152178.61;2;23402.1;26.06.2022
TransMax;Zagreb;Ship;164085;4452.2;16972.29;11;34535.9;04.07.2024
EuroTrans;Vienna;Truck;15730;74.0;5918.57;2;24.2;20.02.2016
RoadRunner;Dresden;Truck;9541;1197.4;5570.61;4;330.0;18.05.2016
CargoOne;Ljubljana;Ship;234604;6755.5;28830.71;18;76061.8;19.02.2020
BlueLogistics;Milan;Truck;8692;714.6;7198.76;2;279.9;20.07.2023
GlobalFreight;Zagreb;Ship;294524;4895.4;26477.68;11;42544.4;30.06.2024
NorthWind;Hamburg;Truck;2403;1087.5;8062.8;3;413.0;07.01.2019
GlobalFreight;Zurich;Plane;14276;2701.2;77674.04;3;18845.9;26.02.2020
CargoOne;Warsaw;Plane;8520;4831.2;71482.69;3;48643.3;27.05.2025
CargoBridge;Warsaw;Truck;2471;669.6;5545.86;2;140.5;05.03.2017
GlobalFreight;Budapest;Ship;296787;4032.4;29606.47;10;43578.7;15.09.2020
SkyCargo;Brussels;Truck;21675;691.5;6825.92;4;198.9;08.02.2021
HeavyLift;Warsaw;Ship;234931;2683.3;23587.94;10;24342.1;12.11.2016
BlueLogistics;Munich;Train;71587;345.0;17924.48;2;572.5;28.12.2024
GlobalFreight;Hamburg;Train;43388;733.5;8893.02;3;1338.4;23.03.2020
CargoBridge;Dresden;Truck;21360;164.0;8253.59;2;49.8;09.04.2021
NorthWind;Milan;Truck;18689;589.2;7946.88;3;228.1;09.09.2021
QuickCargo;Milan;Truck;1117;648.7;4032.99;4;192.6;30.07.2019
RailCargo;Milan;Truck;7203;1127.9;4594.73;5;382.6;03.03.2024
RailCargo;Bratislava;Plane;8561;5568.0;162240.16;4;36200.3;02.09.2020
HeavyLift;Budapest;Train;40399;2050.2;15190.41;4;2271.2;06.02.2019
SkyCargo;Amsterdam;Truck;10637;1014.4;6905.2;4;379.8;03.07.2017
GlobalFreight;Budapest;Truck;14715;249.0;6306.66;2;103.2;12.06.2019
MoveIt;Prague;Truck;1230;848.7;3667.93;3;229.2;23.10.2024
NorthWind;Zagreb;Train;53372;1617.3;13813.54;6;2093.5;08.08.2025
CargoOne;Paris;Plane;12916;4366.6;89689.95;3;46867.0;21.07.2016
QuickCargo;Hamburg;Truck;7921;847.2;6595.11;3;243.7;15.07.2015
FastMove;Zagreb;Truck;5625;130.2;5634.15;1;45.6;10.04.2016
RailCargo;Amsterdam;Plane;10979;3186.8;96431.51;3;22730.5;21.02.2021
RoadRunner;Budapest;Train;37090;757.9;7801.4;5;829.1;28.09.2017
GlobalFreight;Zurich;Truck;4616;263.0;3505.55;2;94.4;09.07.2021
QuickCargo;Brussels;Plane;13446;5844.3;160761.37;4;40401.9;04.06.2022
RailCargo;Brussels;Truck;20625;627.1;9768.36;3;188.2;08.02.2015
EuroTrans;Amsterdam;Train;54250;326.8;19276.95;2;657.6;11.03.2017
FastMove;Zurich;Truck;22671;819.7;6399.11;4;283.4;06.04.2017
SkyCargo;Vienna;Train;37158;790.9;10367.9;4;1564.2;29.11.2015
QuickCargo;Paris;Truck;22372;938.8;6972.82;3;354.9;16.11.2023
TransMax;Copenhagen;Truck;4693;137.1;5471.43;1;46.4;23.11.2022
QuickCargo;Prague;Train;14210;2233.0;11987.25;5;4098.7;08.10.2021
CargoOne;Vienna;Truck;7310;1027.9;5444.9;4;292.7;13.02.2017
QuickCargo;Budapest;Ship;25519;3849.9;15566.71;17;12833.7;31.08.2020
HeavyLift;Dresden;Train;39776;1663.8;12343.73;4;3272.9;29.07.2022
CargoOne;Berlin;Truck;18902;1118.2;9443.65;4;425.4;08.04.2021
QuickCargo;Berlin;Truck;12630;969.1;7643.66;3;245.9;09.06.2024
HeavyLift;Zagreb;Truck;5943;524.5;8985.72;2;195.4;20.04.2025
QuickCargo;Ljubljana;Truck;11140;603.6;4545.88;4;212.7;03.09.2021
QuickCargo;Zagreb;Train;27782;2468.9;14877.47;7;3229.1;12.02.2025
CargoOne;Frankfurt;Train;14741;2230.4;14058.68;5;4084.2;03.08.2024
TransMax;Hamburg;Train;78144;1525.9;13454.59;5;2487.9;13.02.2022
CargoBridge;Prague;Truck;803;517.1;2436.58;4;125.7;11.06.2019
ShipLine;Paris;Plane;2911;2439.0;83294.64;3;29214.7;11.06.2025
CargoOne;Milan;Truck;1306;1173.8;2936.57;5;323.8;05.01.2018
NorthWind;Brussels;Plane;13550;5624.7;131740.67;5;42577.5;28.04.2021
QuickCargo;Paris;Truck;18323;768.0;5523.86;4;224.0;16.01.2020
FastMove;Brussels;Plane;2148;2430.5;49462.97;3;18995.1;12.03.2023
MoveIt;Paris;Ship;265749;1363.8;11605.84;12;9638.4;01.12.2023
ShipLine;Zurich;Truck;19324;424.1;10888.46;2;177.6;21.11.2024
ShipLine;Zurich;Truck;18869;424.9;6722.34;3;144.1;25.03.2025
QuickCargo;Warsaw;Ship;111803;1013.0;11918.03;6;7578.9;23.11.2017
NorthWind;Dresden;Plane;13589;3159.2;81835.16;4;28219.6;01.06.2016
RailCargo;Amsterdam;Train;68538;1019.4;14544.46;4;2232.8;08.12.2020
EuroTrans;Hamburg;Truck;21747;271.5;6019.48;3;75.8;12.06.2015
CargoOne;Budapest;Ship;275882;4940.8;38888.78;17;37046.7;19.02.2021
CargoOne;Dresden;Truck;10402;249.2;5933.38;2;75.4;15.09.2025
ShipLine;Frankfurt;Train;57579;1695.6;11155.5;4;2202.9;11.05.2016
ShipLine;Frankfurt;Train;70596;1861.7;13559.92;6;3728.7;22.01.2017
RailCargo;Brussels;Plane;7826;3862.7;70513.27;3;47346.2;29.04.2025
MoveIt;Amsterdam;Plane;13290;3415.8;57882.85;4;30413.3;01.03.2020
RoadRunner;Paris;Truck;15069;886.0;7578.87;4;330.2;12.02.2015
HeavyLift;Bratislava;Train;9819;911.7;13001.67;3;971.9;02.08.2024
FastMove;Dresden;Ship;125188;2372.7;17245.82;8;22018.2;02.01.2024
ShipLine;Berlin;Truck;11831;720.7;9697.22;3;186.6;07.06.2016
RailCargo;Berlin;Truck;22406;487.8;5750.45;4;140.2;05.05.2023
CargoBridge;Berlin;Train;4867;1177.1;6162.91;6;1045.2;20.11.2025
QuickCargo;Zurich;Plane;11868;2408.8;48249.81;3;24330.7;29.12.2025
EuroTrans;Bratislava;Ship;290350;7233.8;62388.26;16;79365.7;21.07.2023
HeavyLift;Zagreb;Truck;8123;360.3;4106.38;3;102.3;03.11.2022
SkyCargo;Milan;Train;29194;1932.4;17887.24;4;2933.8;04.07.2017
HeavyLift;Milan;Ship;113615;2146.6;14175.4;12;10017.3;01.11.2017
RailCargo;Ljubljana;Ship;76292;3913.1;17536.14;16;29475.9;12.02.2020
RailCargo;Frankfurt;Truck;15412;206.6;3577.67;3;68.4;16.01.2016
GlobalFreight;Bratislava;Truck;21524;536.7;6558.16;3;160.4;20.02.2015
RailCargo;Budapest;Train;77845;2088.4;16605.82;5;3446.7;04.08.2020
EuroTrans;Zurich;Truck;12822;816.9;6765.97;4;284.2;03.10.2015
FastMove;Zurich;Train;27012;2176.1;14632.83;6;3046.7;07.05.2021
MoveIt;Brussels;Plane;5130;5905.0;83287.27;5;53926.8;24.06.2021
RoadRunner;Ljubljana;Truck;18904;1001.0;8873.58;3;376.7;23.10.2022
RoadRunner;Copenhagen;Truck;20148;94.4;3210.0;3;32.9;12.09.2020
HeavyLift;Warsaw;Ship;204456;1825.3;16789.05;8;9523.9;22.01.2019
EuroTrans;Amsterdam;Ship;247513;1771.2;14356.45;10;17137.2;26.08.2018
TransMax;Ljubljana;Truck;9192;636.6;6021.76;3;256.0;19.11.2019
FastMove;Copenhagen;Train;34274;1278.0;10294.78;5;1634.7;17.03.2022
EuroTrans;Munich;Truck;3329;1143.0;5236.73;4;243.5;05.07.2020
CargoOne;Berlin;Train;73735;1156.8;13180.78;4;2678.2;29.07.2016
TransMax;Brussels;Train;45761;257.3;5007.93;4;460.7;26.11.2017
CargoOne;Ljubljana;Truck;5325;915.3;5682.3;3;351.9;01.03.2021
EuroTrans;Brussels;Truck;18671;72.6;5625.44;2;26.2;12.05.2018
CargoOne;Ljubljana;Truck;17711;894.7;6785.73;5;390.0;11.10.2025
CargoBridge;Brussels;Ship;10524;1892.4;10734.72;9;7730.8;06.03.2020
ShipLine;Hamburg;Truck;15248;573.6;10205.99;2;234.4;25.05.2020
SkyCargo;Bratislava;Truck;18349;676.3;7797.29;3;209.5;28.11.2015
HeavyLift;Prague;Train;8018;953.7;7694.48;5;1341.1;27.02.2022
GlobalFreight;Hamburg;Truck;14507;1067.5;10699.28;3;382.5;24.03.2021
MoveIt;Ljubljana;Truck;1226;857.0;7884.81;3;272.4;16.02.2022
HeavyLift;Milan;Truck;22136;674.4;9947.47;3;202.1;23.02.2022
CargoBridge;Zagreb;Truck;1209;1190.3;7696.67;4;273.5;05.05.2021
HeavyLift;Berlin;Truck;22931;345.4;10894.49;2;117.8;14.11.2024
BlueLogistics;Hamburg;Truck;7636;945.5;6353.44;3;306.9;13.05.2015
NorthWind;Dresden;Truck;17251;778.6;13014.18;2;271.1;09.08.2017
QuickCargo;Warsaw;Ship;218603;6039.8;46181.86;20;49430.6;26.01.2020
GlobalFreight;Frankfurt;Train;32423;2485.0;14095.4;6;3534.8;07.11.2024
TransMax;Munich;Plane;7336;1409.9;143925.76;1;12367.2;27.02.2025
ShipLine;Zagreb;Truck;17498;321.6;5561.85;3;139.7;07.03.2025
CargoOne;Ljubljana;Ship;78375;1080.7;10686.78;7;7585.1;27.11.2017
MoveIt;Brussels;Ship;133156;3587.9;29372.38;10;15951.8;10.05.2018
RailCargo;Vienna;Truck;19265;344.4;6752.8;3;144.4;06.01.2021
NorthWind;Brussels;Train;77823;635.3;16780.78;3;955.7;14.11.2017
MoveIt;Budapest;Train;42310;2318.2;13033.96;6;2864.0;26.08.2020
CargoOne;Munich;Truck;3069;796.8;4549.31;3;279.4;28.04.2023
NorthWind;Dresden;Truck;2338;1126.6;6039.62;3;421.6;28.02.2021
QuickCargo;Zurich;Train;78450;946.5;15393.96;4;1526.7;06.08.2019
GlobalFreight;Zagreb;Truck;17079;1063.3;8831.42;3;352.9;20.01.2019
RailCargo;Hamburg;Truck;11389;338.2;6005.11;2;80.9;26.06.2019
GlobalFreight;Brussels;Train;34687;1931.0;11893.16;6;3650.8;03.09.2022
EuroTrans;Warsaw;Truck;20786;593.3;7089.25;4;206.4;18.07.2017
QuickCargo;Zurich;Train;14542;1147.9;6324.68;4;1355.9;28.07.2016
ShipLine;Zurich;Truck;12972;807.9;6433.47;4;288.2;01.05.2022
HeavyLift;Prague;Plane;8524;1047.4;47000.15;2;11663.8;05.04.2022
RailCargo;Copenhagen;Train;48429;2091.6;12200.88;5;3629.0;20.08.2016
HeavyLift;Berlin;Train;62721;777.9;19374.01;3;1533.3;22.11.2018
RailCargo;Munich;Truck;14929;392.5;11334.32;2;102.2;13.10.2020
SkyCargo;Vienna;Ship;130447;6849.8;35134.43;19;31957.4;18.03.2022
SkyCargo;Munich;Truck;1223;730.5;3626.46;4;152.5;04.10.2022
TransMax;Ljubljana;Truck;4798;1050.4;7867.3;3;240.9;15.07.2020
ShipLine;Zurich;Ship;109880;1305.8;15829.76;5;10259.4;22.10.2023
TransMax;Brussels;Train;16936;2390.9;14020.67;7;4411.7;25.05.2025
BlueLogistics;Brussels;Truck;3151;1034.8;5924.28;5;276.8;07.02.2023
RailCargo;Milan;Truck;18072;585.2;7777.48;3;210.5;14.02.2025
HeavyLift;Warsaw;Train;50312;2167.3;11161.21;5;4256.6;29.05.2019
MoveIt;Zagreb;Truck;9533;1028.1;6301.39;4;341.4;08.11.2024
QuickCargo;Brussels;Ship;277088;2804.9;19261.94;9;31668.3;20.07.2022
RoadRunner;Vienna;Truck;7331;810.0;5257.42;3;211.0;27.01.2025
QuickCargo;Munich;Train;67429;1582.1;19813.54;3;3556.2;12.06.2020
EuroTrans;Berlin;Plane;14901;2886.9;116125.63;2;34848.0;04.10.2015
